,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
108404,0.8540000000000001,['Benny Goodman'],0.621,519227,0.657,0,4gpw1MvgNULkIj8TLYBZX9,0.8809999999999999,2,0.185,-12.036,0,"Sing, Sing, Sing",0,1937,0.0586,113.385,0.284,1937
54032,0.565,['Alabama'],0.38799999999999996,190400,0.256,0,03QWsYIloD1fs5TVa7MN6q,4.39e-06,7,0.151,-11.504000000000001,1,Why Lady Why,38,2004-10-08,0.0297,137.483,0.429,2004
110197,0.946,['Eartha Kitt'],0.415,167120,0.15,0,2Fg1tLRRnNNzvkDWWZlYeW,3.36e-06,9,0.0973,-13.046,0,"Oh, John!",15,1955,0.0281,77.524,0.127,1955
69660,0.222,['Michael Hunter'],0.488,171486,0.612,0,3LoTSUEm7h7uryGBWxtaFe,0.214,0,0.14,-7.7120000000000015,0,Soviet Connection — The Theme from Grand Theft Auto IV,53,2010-04-13,0.0495,145.829,0.608,2010
23809,0.0206,"['Lost Frequencies', 'Janieck Devy']",0.731,158474,0.639,0,6rHROoXjEfuxYVw1nd7plQ,1.29e-05,9,0.0789,-6.597,1,Reality,53,2016-10-21,0.0359,122.08,0.527,2016
147074,0.635,['Jimmy Dean'],0.7709999999999999,172360,0.6779999999999999,0,165nMBmKhnV3W9EpdZ1oYc,0.0,2,0.0368,-10.565,1,Gonna Raise A Ruckus Tonight,12,1961,0.0487,113.28,0.8390000000000001,1961
90237,0.9840000000000001,"['Jascha Heifetz', 'Mario Castelnuovo-Tedesco', 'Unknown Artist']",0.23199999999999998,91733,0.084,0,6NwVQYVrY73tRRLPr2V5FP,0.0643,1,0.106,-28.684,1,Sea Murmurs (After. M. Castelnuovo-Tedesco) [Take 2],13,1945-01-01,0.0506,131.378,0.0384,1945
130835,0.226,['Aerosmith'],0.455,302160,0.602,0,41eI0cuAs0JLtHdS2hWmcd,0.00126,2,0.0913,-11.535,1,Movin' Out,38,1973-01-05,0.0506,160.303,0.537,1973
53487,0.0649,['Mr. Shadow'],0.8640000000000001,246307,0.68,1,1s87JuL9GqBV8Bkr6u0dhs,0.0,11,0.102,-6.44,0,Till I Die,36,1999-04-20,0.261,92.01100000000001,0.315,1999
138996,0.754,['The Beatles'],0.369,196747,0.402,0,2EiX1YuNGYn4AeMKwfrZdF,9.96e-05,9,0.115,-10.841,0,Strawberry Fields Forever - Take 7,34,1967-05-26,0.243,178.787,0.34600000000000003,1967
155014,0.855,['Thelonious Monk'],0.41,191133,0.359,0,0I6CtM8SxXIbiSKIt7COrK,0.625,8,0.159,-18.123,1,Liza (All The Clouds'll Roll Away),14,1956,0.035,141.356,0.529,1956
64520,0.982,['Yuzuko Horigome'],0.537,245693,0.205,0,37zt66daJ9x8UTBN0IMx2c,0.752,9,0.0684,-21.724,1,"Prelude from Partita No. 3 in E Major for Solo Violin, BWV 1006",12,1959,0.0905,109.179,0.9390000000000001,1959
169530,0.8,['Nohidea'],0.605,139684,0.396,0,3gV0E3N4uOcoNsbxLkGWkp,0.872,5,0.141,-11.300999999999998,0,"sincerely, yours",65,2017-02-04,0.0509,80.957,0.622,2017
78571,0.975,['Fats Waller'],0.58,185693,0.126,0,6X5Viwfm2gWYjaEuEdKelA,0.23199999999999998,5,0.12,-20.102999999999998,1,Lost Love,10,1926,0.038,95.86200000000001,0.475,1926
70690,0.606,['Эрнест Хемингуэй'],0.636,99848,0.11699999999999999,1,4zQU2GB1apPfmvEJAgtUVz,0.0,7,0.575,-20.645,1,Часть 204.3 & Часть 205.1 - По ком звонит колокол,0,1940,0.9670000000000001,167.037,0.515,1940
85705,0.0073700000000000015,['Maná'],0.634,310813,0.8540000000000001,0,78DVpEWwmJFC25KGz8fJuE,2.49e-06,11,0.0664,-3.444,1,Clavado En Un Bar,71,1997-10-10,0.0369,148.003,0.564,1997
78128,0.988,"['Gaetano Donizetti', 'Arturo Toscanini']",0.341,388867,0.139,0,2jy7vkWNflSApGQ7b6ziA6,0.114,2,0.304,-19.399,1,Overture,0,1921,0.0643,68.031,0.287,1921
61000,0.855,"['Bonnie ""Prince"" Billy']",0.44299999999999995,289800,0.0305,0,4ZrcNzbnCTgvYWN7LdJ8n6,0.00976,8,0.10099999999999999,-24.108,1,I See A Darkness,36,1998-01-19,0.0413,109.484,0.0352,1998
111457,0.0601,['The Intruders'],0.682,395560,0.838,0,6w78EYmzcbMPpgtBh7675D,0.0,1,0.599,-7.818,0,I'll Always Love My Mama,38,1968,0.0634,119.619,0.856,1968
121480,0.40299999999999997,['Edward Bear'],0.5539999999999999,195120,0.62,0,7cbYx1iSCstX5W0YkKDK0c,0.0,6,0.128,-8.13,1,Last Song,39,1973-01-20,0.0456,128.85399999999998,0.7909999999999999,1973
112296,0.418,['Amazing Rhythm Aces'],0.696,230867,0.456,0,2XgmRcQs8o709APqLLNUVd,0.000637,4,0.12,-15.175,1,The End Is Not in Sight (The Cowboy Tune) - Remastered,43,1976-04-08,0.0295,130.468,0.92,1976
118045,0.816,['Lew Stone'],0.602,198440,0.156,0,1ueivdT6yiZ7WGnR8BFQiB,0.0008619999999999999,10,0.297,-17.646,1,Transatlantic Lullaby,0,1939,0.0384,112.803,0.512,1939
128067,0.99,['Jayshree T'],0.6559999999999999,202440,0.0955,0,26g7u0AfcSypU7MIJTcjNy,0.00147,4,0.16,-13.234000000000002,1,Chit Dole Nit Dole,0,1946-01-01,0.0661,143.869,0.682,1946
165587,0.0386,['Marta Acuna'],0.581,375973,0.519,0,6chkDKDiskOeKnctKVO5GK,0.0048200000000000005,9,0.165,-11.892999999999999,1,"Dance, Dance, Dance (Disco Version)",37,1977-03-15,0.0746,111.397,0.708,1977
103996,0.904,['Chet Baker'],0.5329999999999999,302360,0.0787,0,2d0bYxU8jZntgNb9c1fGF5,1.6e-05,7,0.33,-20.188,1,Everything Happens To Me,52,1987-01-01,0.0547,118.398,0.20800000000000002,1987
104074,0.000668,['Metallica'],0.43799999999999994,446146,0.687,0,3sRZqCxbnwiKKPe57WoT6S,0.0801,7,0.42,-9.15,1,One (Remastered),45,1988-09-07,0.0619,103.01,0.426,1988
115894,0.135,"['Nicki Minaj', 'Lil Wayne']",0.531,218747,0.6829999999999999,1,6bzwoiUt0s1KDOedyy4OtQ,0.00265,1,0.22,-4.093,0,High School,57,2012-01-01,0.33299999999999996,84.81700000000002,0.212,2012
140211,0.0872,['Blackfoot'],0.542,192600,0.845,0,1n8Y30s5cvf7YTD0ECSl3C,3.96e-05,4,0.5870000000000001,-7.459,0,Wishing Well,34,1979,0.0423,122.525,0.76,1979
136300,0.922,['Roza Eskenazi'],0.364,193267,0.528,0,1Bs5PJy4QgeyzgBmAPWu7a,0.0008119999999999999,2,0.435,-7.271,1,Livadia,0,1940-01-01,0.0397,118.90799999999999,0.32899999999999996,1940
85398,0.177,['Brandy'],0.703,291667,0.469,0,6N9uyMZf9pbNOuomveWscp,0.0,11,0.726,-6.515,0,I Wanna Be Down,63,1994,0.0415,86.038,0.6609999999999999,1994
152060,0.000254,['Death Cab for Cutie'],0.569,286653,0.872,0,2bD1AW4yqiCurGCva6r88a,0.14400000000000002,2,0.28300000000000003,-7.566,1,You Are a Tourist,48,2011-05-27,0.0314,95.16,0.6609999999999999,2011
127876,0.982,"['Richard Strauss', 'Franz Szkokan', 'Maria Reining', 'Rosette Anday', 'Horst Taubmann', 'Hans Hotter', 'Georg Hann', 'Wiener Philharmoniker', 'Karl Böhm']",0.332,827000,0.22399999999999998,0,5RS5AW93JLbgdeWlUaApfd,8.38e-06,10,0.152,-18.366,0,"Arabella, Op.79, TrV 263 / Act 3: Über seine Felder - Live",0,1944,0.0929,90.206,0.226,1944
3297,0.8270000000000001,['Chick Corea'],0.33799999999999997,724667,0.444,0,6OFvrxUnXyMe5KcOpuGfr1,0.415,9,0.106,-17.215999999999998,0,Return To Forever,35,1972-07-01,0.0463,116.21799999999999,0.174,1972
85034,8.840000000000001e-05,['Cocteau Twins'],0.215,298400,0.8009999999999999,0,1bwXRScnt3k6vSyVqcKyNj,0.00725,7,0.0808,-5.46,1,Heaven Or Las Vegas,57,1990-09-17,0.0379,180.09,0.401,1990
166914,0.562,['Antonio Aguilar'],0.584,164362,0.5820000000000001,0,5KnZvjJqppjCIbGknWV64P,7.699999999999999e-06,2,0.354,-6.938,1,Pero Hombre Amigo (El Chubasco),43,1991-12-19,0.0561,122.103,0.981,1991
138438,0.415,['The Everly Brothers'],0.5489999999999999,150867,0.71,0,0P8Jw2GtMCW2chdbxvFWyV,0.00020099999999999998,0,0.109,-11.652999999999999,1,Lucille,25,1962-06-01,0.0383,124.307,0.943,1962
39160,0.155,['Jason Aldean'],0.55,234960,0.68,0,06EImdwFOTUtJAdmDeTiR4,0.0,7,0.0925,-3.8110000000000004,1,Heartache That Don't Stop Hurting,44,2010-11-02,0.0284,146.872,0.46299999999999997,2010
85320,0.27699999999999997,['Los Fugitivos'],0.7829999999999999,254440,0.735,0,7mpz4Drmu692aPo4qsaHTC,0.0,8,0.0986,-6.907,1,La Loca,60,1993-01-01,0.0312,122.833,0.7290000000000001,1993
26342,0.8,"['Richard Rodgers', 'Oscar Hammerstein II']",0.272,99933,0.253,0,1Qa639tZBbWqtMi9NayMxj,0.0,3,0.52,-12.199000000000002,1,State Fair 1945: It's A Grand Night For Singing Reprise,10,1962,0.0343,176.72099999999998,0.552,1962
63547,0.9109999999999999,['Ram Saigal'],0.373,186375,0.431,0,4PHGpPFJemDYWwgn7JW4es,5.18e-05,7,0.18100000000000002,-9.777999999999999,0,Dard Badh Gaya Hain,0,1949-12-31,0.0417,98.007,0.467,1949
47095,0.00777,['Falling In Reverse'],0.37799999999999995,231920,0.894,0,5LxxGTHz9hiX7Sy9Cs15fD,0.0,5,0.19899999999999998,-3.8489999999999998,1,The Westerner,47,2011-07-26,0.185,107.398,0.542,2011
23302,0.23399999999999999,['Ashes Remain'],0.401,228907,0.45399999999999996,0,3P7f4TYXYqz1MwcFiQhgu3,8.97e-06,6,0.177,-7.447999999999999,1,Without You,46,2011-08-23,0.0295,78.959,0.175,2011
114847,0.0134,['Matchbox Twenty'],0.319,234427,0.732,0,4dZhQj20JbKlD9oR0X8kjZ,0.0,4,0.6579999999999999,-4.475,1,Bright Lights,52,2002-11-01,0.0436,80.195,0.2,2002
30459,0.349,['Big B'],0.9229999999999999,200333,0.623,1,0UilNpUTy3CzjWgEJcERTh,0.0,0,0.0451,-3.148,0,Hooligan,40,2003-01-01,0.113,96.954,0.517,2003
141663,0.006679999999999999,['Aerosmith'],0.493,215867,0.838,0,4viUMIPk61pIvWUNDl0u4M,3.18e-05,0,0.10400000000000001,-4.5089999999999995,1,Deuces Are Wild,43,1994-01-01,0.0303,74.956,0.426,1994
84792,0.32899999999999996,['Tracy Chapman'],0.561,161600,0.732,0,0YMFcrMtBowDdD5bPz0cgy,0.00022799999999999999,7,0.0755,-6.178,1,Talkin' Bout a Revolution,68,1988-04-05,0.0281,118.975,0.6709999999999999,1988
164571,0.685,['Grateful Dead'],0.4920000000000001,163093,0.5670000000000001,0,6Z2zCs1MpOt6gWJQeUnP0X,0.23800000000000002,2,0.11800000000000001,-9.951,1,Sitting on Top of the World - Full Length Version,24,1967,0.0576,126.19200000000001,0.919,1967
109618,0.9620000000000001,['Charles Mingus'],0.298,174587,0.243,0,5ynFyZ3MMSW47yVcp3JogG,0.9570000000000001,5,0.318,-10.564,0,This Subdues My Passion,7,1949,0.0291,76.873,0.096,1949
110816,0.9570000000000001,"['John Coltrane', 'Red Garland', 'Paul Chambers', 'Art Taylor']",0.38799999999999996,596707,0.147,0,6zVMG4q2ii85aGLBIpPFSa,0.787,10,0.115,-12.584000000000001,1,I See Your Face Before Me - RVG Remaster,26,1961-12,0.0347,182.368,0.193,1961
51716,0.16,['Depeche Mode'],0.691,246248,0.8959999999999999,0,2nkhzL48eT5ZS4k5kxfVTZ,0.44,9,0.179,-6.334,0,Ice Machine - 2006 Remaster,23,1981-11-02,0.036000000000000004,134.76,0.222,1981
101903,0.223,['Bob Dylan'],0.5660000000000001,294200,0.738,0,08TyPDbQ14NOoOWh13WJ2Z,0.0,2,0.111,-7.526,1,Absolutely Sweet Marie,39,1966-06-20,0.03,133.859,0.8059999999999999,1966
163740,0.78,['Duke Ellington'],0.259,110960,0.125,0,78dUKGYL9uwPCjHapURoio,0.34,0,0.0976,-18.84,1,Sunswept Sunday,17,1959,0.0324,77.115,0.132,1959
100195,0.9740000000000001,"['Giacomo Puccini', 'Giuseppe Patanè', 'Munich Radio Orchestra']",0.16399999999999998,128667,0.155,0,0wP6PNy6GjOZYeSxWvQ8Pk,0.0012699999999999999,8,0.10800000000000001,-18.56,1,O mio babbino caro from Gianni Schicchi - Vocal,12,1949,0.0467,174.042,0.0461,1949
10970,0.401,['Neil Diamond'],0.46399999999999997,139000,0.693,0,4JbOUklLqd7S1h9aFVSs4u,0.000277,9,0.10800000000000001,-4.887,1,I've Got The Feeling (Oh No No),27,1968,0.0239,100.038,0.8059999999999999,1968
149410,0.0417,['Lone Justice'],0.608,205333,0.653,0,2Oxrq0oQaQb5dtswjYMwmm,1.64e-06,2,0.9620000000000001,-11.662,1,Ways To Be Wicked,33,1985-01-01,0.0276,124.662,0.956,1985
53641,0.0329,['Quasimoto'],0.645,194747,0.687,1,4otXDehybuDBclKDqo6Zb1,7.6e-05,1,0.151,-10.649000000000001,1,Microphone Mathematics,39,2000-06-13,0.537,176.93599999999995,0.616,2000
34020,0.879,['The Platters'],0.203,135867,0.203,0,1QO6GvtW9gIWQQsI7Mzoty,3.05e-06,8,0.34299999999999997,-14.26,1,Whispering Wind,14,1958-01-01,0.0351,74.55199999999998,0.45899999999999996,1958
7002,0.1,['Ne-Yo'],0.6459999999999999,217013,0.787,0,76ati4YtRJe4vkpcL5VFy5,1.01e-05,1,0.133,-4.907,1,Never Knew I Needed,50,2009-11-23,0.0373,141.946,0.784,2009
163563,0.9229999999999999,"['Doris Day', 'Paul Weston And His Orchestra']",0.24100000000000002,229893,0.0759,0,3vy8zyP9ovPgUJXjHEIdin,0.00262,10,0.14800000000000002,-19.335,1,Moonglow (with Paul Weston & His Music From Hollywood),18,1957-11-11,0.0398,69.907,0.127,1957
12955,0.0331,['Pink Floyd'],0.518,432360,0.757,0,1sbb1bl7qsr7LEALYEj8Nw,0.418,9,0.977,-14.879000000000001,1,Run Like Hell - Live,36,1988-11-22,0.048,122.45,0.28300000000000003,1988
63753,0.972,['Las Atlixqueñas'],0.746,171013,0.284,0,3SiFqCEopq10sjRQZPhFpG,4.49e-05,10,0.221,-9.886000000000001,1,El Ingrato,3,1951,0.0463,114.897,0.48,1951
27429,0.78,['James Taylor'],0.674,177307,0.258,0,3vfzNcxMkG1l4notrqbvZd,0.00997,9,0.14,-16.084,1,Nobody but You - 2019 Remaster,26,1972-11-01,0.0508,142.935,0.608,1972
95216,0.0122,['Dawn Penn'],0.8109999999999999,277893,0.428,0,0INtJm8gCJKtNaAYQNVlpZ,0.317,7,0.344,-10.728,1,"You Don't Love Me (No, No, No) - Extended Mix",63,1994,0.221,80.962,0.653,1994
50898,0.544,['Vicente Fernández'],0.452,181600,0.429,0,2oRtUZtIvVaFlaETEsD48C,0.00237,3,0.142,-5.727,1,No Me Quieras Tanto,26,1973,0.0273,100.823,0.418,1973
74493,0.00193,['Tom Petty and the Heartbreakers'],0.494,320523,0.6629999999999999,0,5s4b1lK2HcJ5luFnL9Bkqg,0.00421,9,0.9420000000000001,-12.729000000000001,1,Refugee - Live At The Wiltern/1985,23,1985-11-26,0.0383,122.355,0.581,1985
54671,0.16899999999999998,['Darius Rucker'],0.5539999999999999,204360,0.621,0,5SHrrJllBeZqG7wEWZvYSN,0.0,9,0.086,-5.37,1,I Got Nothin',43,2010-01-01,0.0325,147.798,0.257,2010
74862,0.0405,['New Kids On The Block'],0.8009999999999999,235267,0.52,0,2VEd6S6vdO4BwNp8FWR7H8,7.670000000000001e-05,0,0.0467,-12.519,0,What'Cha Gonna Do (About It),27,1988-09-02,0.0462,111.288,0.9059999999999999,1988
30113,0.000268,['Third Eye Blind'],0.377,233800,0.912,0,4lOTExIbwaF57eYVmNpYr3,2.68e-05,7,0.151,-3.53,1,"1,000 Julys - 2008 Remaster",37,1999-11-23,0.0575,187.922,0.522,1999
38801,0.0132,['Paul Stanley'],0.541,187360,0.91,0,74inHQGjQj6w630tZ9wb2J,0.0,5,0.578,-3.8789999999999996,0,Live To Win,51,2006-01-01,0.0639,127.09899999999999,0.493,2006
156883,0.5529999999999999,['Los Terricolas'],0.546,207726,0.28,0,50tw6xMbbwEbHkGzIVgKf6,0.0,5,0.106,-11.552,0,Volverás,35,1974-05-15,0.0295,79.327,0.614,1974
124111,0.184,['Silk'],0.628,337467,0.47700000000000004,0,5DwP705ZZWaTQ8olnVtD0b,0.0,9,0.0726,-8.77,0,If You,45,1999,0.0325,99.21600000000001,0.336,1999
57668,0.9209999999999999,['Vince Guaraldi'],0.541,253493,0.565,0,0eiocWnIqKFaShkdYHOdVN,0.903,11,0.521,-12.445,1,Work Song,12,1964,0.0335,136.754,0.7290000000000001,1964
78172,0.993,['Mistinguett'],0.563,161427,0.184,0,0IA0Hju8CAgYfV1hwhidBH,1.55e-05,4,0.325,-13.757,1,La Java,0,1922,0.0512,133.088,0.654,1922
64752,0.256,['Sabu Martinez'],0.5660000000000001,264507,0.674,0,4AXDpHeXdL4q6CBHdi0aNu,0.449,2,0.0694,-9.544,1,Flamenco Ain't Bad,14,1961-01-01,0.0391,152.088,0.807,1961
163858,0.899,"['La Lupe', 'Orquesta Eddy Gaytán']",0.299,136920,0.669,0,1XEHnvYNJPoGrexyofgMly,0.000788,9,0.217,-4.479,0,Con El Diablo En El Cuerpo,15,1960-01-01,0.0401,145.22299999999996,0.816,1960
27644,0.267,['NEU!'],0.602,414227,0.254,0,1urcXQ7PYxsNHP28jL0IkV,0.812,8,0.134,-15.397,1,Seeland,26,1975,0.0259,82.882,0.0902,1975
8601,0.856,"['Sreeradha Banerjee', 'Saikat Mitra']",0.332,373467,0.304,0,5cTR0JaktGwilC9xWO565Y,1.1e-06,6,0.648,-12.754000000000001,1,Tomaar Aamaar Mukhetey,0,1942-12-01,0.0378,150.707,0.395,1942
45787,0.249,['Cardenales De Nuevo León'],0.645,156213,0.599,0,4AqXQptYKEAwnuVtGk3zyR,3.26e-05,9,0.0923,-8.548,1,La Chica Está Enojada,40,1998-01-01,0.0835,183.04,0.961,1998
99044,0.9940000000000001,"['Maya Banerjee', 'Harish']",0.583,186874,0.324,0,2ASI4Q5UCOpGD6BUoXvIwP,0.879,9,0.332,-9.539,0,Humen Preet Kisi Se Nahin Karni,0,1938-12-31,0.0703,124.398,0.6709999999999999,1938
148610,0.8690000000000001,['Billy Joel'],0.308,211907,0.435,0,55TvHlxObIKvxD1vSn8Q4s,0.0,7,0.69,-13.475,1,"She's Got a Way - Live at Carnegie Hall, New York, NY - June 1977",35,1977,0.127,73.768,0.606,1977
57950,0.534,['Donovan'],0.84,138467,0.48700000000000004,0,22ApGx1gzqRUIDiFed79h2,0.00015900000000000002,0,0.111,-13.132,1,Mad John's Escape,20,1967-12,0.0593,124.37200000000001,0.47600000000000003,1967
30798,5.720000000000002e-05,['Killswitch Engage'],0.161,285080,0.988,0,6uKBiE9XMSeyD62Ud86JQY,0.0596,0,0.149,-2.8,1,Reject Yourself,46,2006-01-21,0.0813,178.108,0.14,2006
138816,0.873,['Paul Simon'],0.374,150627,0.233,0,4YNvffmxJxLD6lsOFqhjxx,0.171,6,0.0926,-15.607000000000001,0,Leaves That Are Green,28,1965-08-01,0.0305,107.35799999999999,0.217,1965
92190,0.943,"['Eydie Gormé', 'Los Panchos']",0.48700000000000004,164000,0.245,0,5l2lkNFAnc1caHIuQLgvE7,0.0,7,0.11800000000000001,-12.100999999999999,1,Nosotros,49,1964,0.0339,95.249,0.521,1964
104467,0.00018600000000000002,['Too $hort'],0.687,244507,0.373,1,1ei4Cg4zYN2y17CAvjETSM,0.0117,2,0.325,-13.988,1,So You Want to Be a Gangster,52,1992-07-13,0.10099999999999999,110.50399999999999,0.495,1992
152612,0.0911,"['Shawn Mendes', 'Zedd']",0.706,201253,0.855,0,575NJxNUVDqwJGdzBrlLbv,0.0,10,0.34700000000000003,-5.3770000000000024,1,Lost In Japan - Remix,72,2018-09-27,0.215,107.184,0.293,2018
46437,0.161,['George Strait'],0.563,168293,0.358,0,5CyXtO0ST8Uji8ArjuJsEU,0.0,7,0.11900000000000001,-9.738999999999999,1,You Can't Make A Heart Love Somebody - Edit,38,2004-01-01,0.0272,138.238,0.20600000000000002,2004
145248,0.9940000000000001,['Carlo Buti'],0.386,207882,0.257,0,3Lvox7d3plPE2CXrz0gYav,1.89e-05,2,0.152,-14.55,1,Sul Lungarno,0,1942-04-06,0.051,142.42,0.389,1942
15843,0.0122,['Imagine Dragons'],0.447,231720,0.74,0,3zT2616WcD9Df5m21OsCX0,0.00022799999999999999,3,0.0958,-6.607,1,Rise Up,68,2017-06-23,0.0475,93.759,0.102,2017
62357,0.000323,['Chad Valley'],0.424,262213,0.6709999999999999,0,5XTIP8DJIAlmzA9r0TgFiQ,0.217,9,0.14800000000000002,-7.146,1,Shell Suite,46,2011-06-20,0.0299,94.465,0.255,2011
15631,0.00837,['Lincoln Brewster'],0.509,225188,0.871,0,68x16tb33FQdWyiOaZYteP,0.0,2,0.124,-5.855,1,There Is Power,51,2014-08-17,0.0519,80.008,0.35100000000000003,2014
44688,0.8420000000000001,['Butthole Surfers'],0.327,144987,0.52,0,6KQkRHOK2zxnXkbmpvPgZE,0.0,0,0.107,-13.302,0,Kuntz,28,1987,0.0931,75.165,0.586,1987
59253,0.9390000000000001,['The Gap Band'],0.58,335733,0.151,0,01fl0EAM3qVy0AJyGnYS59,3.86e-05,3,0.135,-20.233,1,Nothin Comes To Sleepers,22,1980-12-08,0.0337,129.39700000000002,0.215,1980
130952,0.354,['David Allan Coe'],0.639,180867,0.493,0,4dBkyMpNbNeNsNgDY1RrsW,2.27e-06,10,0.11599999999999999,-12.050999999999998,1,Need a Little Time off for Bad Behavior,34,1975,0.0303,90.694,0.838,1975
109554,0.9940000000000001,"['Erik Satie', 'Robert Casadesus', 'Gaby Casadesus']",0.496,145053,0.10800000000000001,0,0W29H0pDzY1digVnMdAvsy,0.8370000000000001,8,0.132,-19.524,1,"3 Morceaux en forme de poire, IES 38: IV. Morceau II",9,1949,0.0542,135.642,0.35200000000000004,1949
98683,0.9209999999999999,['Shanta Apte'],0.402,193893,0.27699999999999997,0,3MD32cEA5zQdjU9Q4qkPh4,0.0,6,0.125,-9.958,0,Dekho Sakhiyan Kaisi Chhai Badri,0,1934-12-31,0.0387,111.727,0.379,1934
62722,0.8220000000000001,['CLOVES'],0.494,268854,0.243,0,4gVZhkcsZcwQ4mU1gEeXEO,0.00225,5,0.147,-9.083,0,Don't Forget About Me,63,2015-11-20,0.0316,126.06299999999999,0.0722,2015
368,0.995,['Rita Ampatzi'],0.5720000000000001,196880,0.21100000000000002,0,2NHqr3Co6cn7rbhukP1it7,0.8809999999999999,4,0.11,-14.401,0,Tha pernao opos kai prota,0,1940-01-01,0.11199999999999999,79.227,0.9009999999999999,1940
161490,0.18100000000000002,['Koe Wetzel'],0.503,242782,0.812,1,3GcZ6JWVoyqtTZS3BS47vI,0.0,4,0.8009999999999999,-5.159,1,Kuntry & Wistern,64,2020-04-11,0.0384,185.157,0.501,2020
37325,0.337,['Tropicalísimo Apache'],0.843,170640,0.519,0,1CIcIzylKD8oOfTkYb1pb9,3.88e-06,8,0.10300000000000001,-13.628,1,Obladi Oblada,36,1991-01-01,0.0394,121.413,0.9540000000000001,1991
16041,0.494,['Hozier'],0.506,298880,0.275,0,083PU4XnYAOMAGVruma3vb,0.0037700000000000003,7,0.10099999999999999,-8.464,0,Shrike,63,2019-03-01,0.0292,153.769,0.0639,2019
69922,0.00286,['Lady Gaga'],0.606,239853,0.799,0,2I5tTeFL69KZCiO0YYoql7,0.0,4,0.11800000000000001,-4.737,0,Fashion!,54,2013-11-11,0.0485,116.991,0.501,2013
147129,0.78,['Johnny Cash'],0.731,121347,0.48100000000000004,0,4F62mgUVzx3mz65VjjgldQ,0.0,5,0.0821,-8.799,0,Delia's Gone,18,1962-08-01,0.0327,78.14399999999998,0.777,1962
145607,0.893,['Raúl Abril y Su Orquesta'],0.506,141101,0.5920000000000001,0,3AAow6DX2zWhNC6BSOB8dM,0.0,2,0.0808,-6.631,1,Cruz y Raya - Remastered,0,1947-01-12,0.087,166.007,0.92,1947
86040,0.00719,['Weezer'],0.654,200307,0.81,0,2MLHyLy5z5l5YRp7momlgw,0.00251,4,0.165,-6.26,0,Island In The Sun,77,2001-05-15,0.0288,114.62299999999999,0.6609999999999999,2001
23313,0.509,['Childish Gambino'],0.23199999999999998,104387,0.345,1,5VYNQQn0klbYd5PjpOr4bw,4.02e-05,0,0.128,-9.982999999999999,0,Letter Home,48,2011-11-15,0.0327,79.351,0.276,2011
43804,0.171,['Genesis'],0.513,209907,0.773,0,3tfQfnEswzSLOCPjlPtPR9,0.00015,10,0.18100000000000002,-6.6,1,Scenes from a Night's Dream - 2007 Remaster,23,1978-04-07,0.0293,118.664,0.8370000000000001,1978
12097,0.413,['Pat Benatar'],0.53,244440,0.39899999999999997,0,0t8NsJ6AXnL866kkPrukxt,7.13e-05,4,0.046,-11.592,1,Don't Let It Show,30,1979-01-01,0.0348,137.039,0.45,1979
127030,0.555,"['Sinclair Lewis', 'Frank Arnold']",0.69,266986,0.18899999999999997,0,2DlDSg41ygKkGTn3EvDEdl,5.42e-06,5,0.309,-20.201,0,"Das ist bei uns nicht möglich, Kapitel 131",0,1935,0.961,80.084,0.38799999999999996,1935
24777,0.89,"['Giuseppe Verdi', 'Arturo Toscanini']",0.29100000000000004,215947,0.133,0,6duvZn7zdB8w8pfVYUzxaH,0.813,11,0.596,-15.597000000000001,1,"La Traviata: Act I, Prelude",0,1946,0.0366,61.455,0.0827,1946
19011,0.515,"['Blood, Sweat & Tears']",0.408,704800,0.22,0,4CjNYJYpuoLRC61cdtvgA1,0.136,7,0.6459999999999999,-13.357000000000001,1,"Blues, Pt. 2",23,1968-12,0.062,89.884,0.115,1968
134673,0.6659999999999999,['Miracle Musical'],0.22699999999999998,373359,0.431,0,2aDk1KkyB7ieSwwEDXCHJg,0.0239,7,0.126,-9.527000000000001,0,The Mind Electric,56,2012,0.0432,76.986,0.575,2012
153253,0.982,['Jack Payne'],0.7290000000000001,160773,0.11,0,3HeXfgP8AzMNgR46E9mb9f,0.0268,3,0.0839,-19.599,1,I've Got a Feeling I'm Falling,1,1930,0.131,99.292,0.792,1930
16336,0.995,"['Francisco Canaro', 'Ada Falcón']",0.71,165000,0.24600000000000002,0,5GwRgTvqIqo5JiMuw0ftus,0.735,4,0.3,-8.836,0,Por No Querer Mantenerte - Remasterizado,0,1930-11-13,0.124,120.75299999999999,0.737,1930
72331,0.613,['Paul Anka'],0.375,228933,0.14,0,04DDYPl1aPApAdwBiFqnmd,0.0,0,0.385,-13.171,1,You Always Hurt the One You Love,8,1963-11-26,0.0338,134.322,0.273,1963
57166,0.823,['James Brown & The Famous Flames'],0.762,147933,0.469,0,0UbjEiqzJDvVc1eTn8bkbm,5.88e-06,5,0.184,-9.096,1,I've Got To Change,9,1959,0.0493,105.96600000000001,0.624,1959
87645,0.109,['Lil Uzi Vert'],0.773,220587,0.75,1,0uxSUdBrJy9Un0EYoBowng,0.0,8,0.174,-4.0089999999999995,0,20 Min,80,2017-11-17,0.11699999999999999,123.426,0.7829999999999999,2017
